"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020070201002",2020-07-02,2020-08-04,"Japan","6937:JP",1233,"closed",1091,NA,-0.115166261151663,2020-08-05
"G2020070601001",2020-07-06,2020-08-04,"Hong Kong","1776:HK",10.5,"closed",9.65,NA,-0.0809523809523809,2020-08-05
"G2020070601002",2020-07-06,2020-08-04,"Hong Kong","6178:HK",11.04,"closed",8.7,NA,-0.21195652173913,2020-08-05
"G2020070601003",2020-07-06,2020-08-04,"Hong Kong","819:HK",17,"closed",18.719999,NA,0.101176411764706,2020-08-05
