"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020122201001",2020-12-22,2021-01-27,"Australia","AHY:AU",1.34,"closed",1.315,NA,-0.0186567164179106,2021-01-28
"G2020122302001",2020-12-23,2021-01-27,"Norway","AZTO:NO",32.2,"closed",NA,NA,NA,2021-01-28
"G2020122302002",2020-12-23,2021-01-27,"United Kingdom","LOOP:LN",82.4001,"closed",78,NA,-0.0533992070397972,2021-01-28
"G2020122303001",2020-12-23,2021-01-27,"United States","CLNE:US",8.1905,"closed",NA,NA,NA,2021-01-28
"G2020122303002",2020-12-23,2021-01-27,"United States","DJCO:US",350,"closed",330,NA,-0.0571428571428572,2021-01-28
"G2020122303003",2020-12-23,2021-01-27,"United States","ESI:US",18.11,"closed",16.93,NA,-0.0651573716178907,2021-01-28
"G2020122303004",2020-12-23,2021-01-27,"United States","MITK:US",18.28,"closed",16.620001,NA,-0.0908095733041577,2021-01-28
"G2020122303005",2020-12-23,2021-01-27,"United States","SWI:US",16.0401,"closed",NA,NA,NA,2021-01-28
"G2020122401001",2020-12-24,2021-01-27,"Japan","1939:JP",2789,"closed",2733,NA,-0.0200788813194693,2021-01-28
"G2020122401002",2020-12-24,2021-01-27,"Japan","6966:JP",3650,"closed",4265,NA,0.168493150684931,2021-01-28
"G2020122401003",2020-12-24,2021-01-27,"Japan","7004:JP",566,"closed",630,NA,0.113074204946996,2021-01-28
"G2020122801002",2020-12-28,2021-01-27,"Hong Kong","503:HK",1.75,"closed",2.07,NA,0.182857142857143,2021-01-28
