"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2020120302001",2020-12-03,2021-01-06,"France","SAVE:FP",57.6,"closed",NA,NA,NA,2021-01-07
"G2020120302002",2020-12-03,2021-01-06,"Germany","VVV3:GR",34.6,"closed",NA,NA,NA,2021-01-07
"G2020120302004",2020-12-03,2021-01-06,"Norway","AZTO:NO",32.2,"closed",NA,NA,NA,2021-01-07
"G2020120302005",2020-12-03,2021-01-06,"Norway","LSGO:NO",56.96,"closed",NA,NA,NA,2021-01-07
"G2020120302006",2020-12-03,2021-01-06,"Sweden","ARP:SS",11.7,"closed",NA,NA,NA,2021-01-07
"G2020120302007",2020-12-03,2021-01-06,"Switzerland","DESN:SW",1910,"closed",NA,NA,NA,2021-01-07
"G2020120302008",2020-12-03,2021-01-06,"United Kingdom","LOOP:LN",78.28,"closed",NA,NA,NA,2021-01-07
"G2020120303001",2020-12-03,2021-01-06,"Canada","BTB.UN:CN",3.71,"closed",NA,NA,NA,2021-01-07
"G2020120402002",2020-12-04,2021-01-06,"Italy","MOL:IM",30.65,"closed",NA,NA,NA,2021-01-07
"G2020120403002",2020-12-04,2021-01-06,"United States","AEIS:US",100.91,"closed",106.260002,NA,0.0530175602021603,2021-01-07
"G2020120403003",2020-12-04,2021-01-06,"United States","BRFS:US",4.195,"closed",NA,NA,NA,2021-01-07
"G2020120403004",2020-12-04,2021-01-06,"United States","LPG:US",11.46,"closed",NA,NA,NA,2021-01-07
"G2020120403005",2020-12-04,2021-01-06,"United States","UEIC:US",55.6,"closed",NA,NA,NA,2021-01-07
"G2020120701002",2020-12-07,2021-01-06,"Japan","4115:JP",1795,"closed",1812,NA,0.00947075208913639,2021-01-07
"G2020120701003",2020-12-07,2021-01-06,"Japan","6315:JP",1936,"closed",2099,NA,0.0841942148760331,2021-01-07
"G2020120701004",2020-12-07,2021-01-06,"Japan","6331:JP",2586,"closed",2943,NA,0.138051044083527,2021-01-07
"G2020120701005",2020-12-07,2021-01-06,"Japan","6445:JP",813,"closed",856,NA,0.052890528905289,2021-01-07
"G2020120701006",2020-12-07,2021-01-06,"Japan","6785:JP",967,"closed",1135,NA,0.173733195449845,2021-01-07
"G2020120701007",2020-12-07,2021-01-06,"Japan","6928:JP",1434,"closed",1440,NA,0.00418410041841,2021-01-07
