"trade_id","date_trade","date_exit","country","ticker","price_entry","status","price_exit","price_live","rtn_ccy","last_modification"
"G2021012501001",2021-01-25,2021-02-26,"Hong Kong","2883:HK",8.94,"closed",8.92,NA,-0.00223713646532431,2021-02-27
"G2021012501002",2021-01-25,2021-02-26,"Hong Kong","3993:HK",6.11,"closed",NA,NA,NA,2021-02-27
"G2021012601003",2021-01-26,2021-02-26,"Japan","1419:JP",1932,"closed",1821,NA,-0.0574534161490683,2021-02-27
"G2021012601004",2021-01-26,2021-02-26,"Japan","2927:JP",1090,"closed",976,NA,-0.104587155963303,2021-02-27
"G2021012601005",2021-01-26,2021-02-26,"Japan","6323:JP",8400,"closed",7350,NA,-0.125,2021-02-27
"G2021012601006",2021-01-26,2021-02-26,"Japan","6627:JP",1175,"closed",1068,NA,-0.091063829787234,2021-02-27
"G2021012703001",2021-01-27,2021-02-26,"United States","ACIA:US",114.305,"closed",114.989998,NA,0.00599272122829264,2021-02-27
"G2021012703002",2021-01-27,2021-02-26,"United States","BPMC:US",91.47,"closed",98.220001,NA,0.0737946977150978,2021-02-27
"G2021012703003",2021-01-27,2021-02-26,"United States","CEVA:US",61,"closed",61.23,NA,0.0037704918032786,2021-02-27
"G2021012703004",2021-01-27,2021-02-26,"United States","FIZZ:US",167.925,"closed",47.66,NA,-0.716182819711181,2021-02-27
"G2021012703005",2021-01-27,2021-02-26,"United States","ROCK:US",92,"closed",NA,NA,NA,2021-02-27
